,0
Lemonia,2
Lemuriana,1
Lemyra,12
Leoniloma,1
Leonotis,1
Leontiprionus,1
Leopoldius,2
Lepasta,1
Lepechinia,1
Leperina,1
Lepidanthrax,9
Lepidargyrus,3
Lepidepistomodes,1
Lepidium,5
Lepidochrysops,1
Lepidogryllus,4
Lepidophora,78
Lepidopteryx,1
Lepidopus,1
Lepidosaphes,5
Lepidoscia,64
Lepidospartum,11
Lepidostoma,3
Lepidotarsa,1
Lepidotrigona,1
Lepinotus,1
Lepiseodina,2
Lepisiota,5
Lepisma,128
Leprus,46
Leptachrous,1
Leptacinus,14
Leptagrion,3
Leptalia,4
Leptanilloides,1
Leptapoderus,1
Leptarctia,37
Leptataspis,1
Leptelmis,1
Leptidea,59
Leptidolon,3
Leptinillus,1
Leptinopterus,1
Leptinotarsa,399
Leptobasis,21
Leptobatopsis,1
Leptoceletes,12
Leptocentrus,8
Leptocera,2
Leptocerus,1
Leptochilus,2
Leptocneria,46
Leptocoris,1
Leptocorisa,31
Leptocroca,3
Leptocybe,1
Leptodeuterocopus,2
Leptodialepis,23
Leptogaster,11
Leptogenys,12
Leptoglossus,1781
Leptogomphus,1
Leptomantispa,40
Leptomiza,2
Leptomydas,1
Leptomyrina,7
Leptomyrmex,7
Leptonema,3
Leptonota,1
Leptonycteris,2
Leptopalpus,2
Leptopeza,1
Leptophlebia,12
Leptophobia,401
Leptophyes,87
Leptopilina,5
Leptopsilopa,1
Leptopterna,105
Leptopteromyia,1
Leptopus,2
Leptoremus,3
Leptorhabdium,7
Leptosaces,2
Leptoscelis,8
Leptosemia,2
Leptosia,54
Leptospermum,10
Leptostales,223
Leptosteges,15
Leptostylopsis,1
Leptostylus,22
Leptosyne,2
Leptotarsus,81
Leptotes,1389
Leptothorax,4
Leptothrips,1
Leptotrachelus,2
Leptoypha,12
Leptozestis,1
Leptura,86
Lepturges,35
Lepturobosca,44
Lepturopsis,9
Leptynia,4
Leptysma,97
Lepyronia,100
Lepyrus,16
Lerema,831
Lerina,19
Lerodea,423
Lesmone,81
Lestes,2384
Lesteva,2
Lestica,1
Lestranicus,2
Lestremia,3
Lestrimelitta,2
Lethe,1018
Lethocerus,197
Letis,57
Letispe,13
Leto,1
Leucanella,29
Leucania,668
Leucanopsis,11
Leucanthemum,60
Leucanthiza,2
Leucaspis,22
Leuciacria,1
Leucinodes,48
Leuciris,12
Leucoblepsis,3
Leucobrephos,3
Leucochimona,4
Leucochlaena,1
Leucochroma,2
Leucochrysa,9
Leucocnemis,14
Leucocosmia,1
Leucodonta,1
Leucolepisma,6
Leucoma,53
Leucomele,6
Leuconycta,433
Leucophalera,1
Leucophenga,5
Leucophlebia,4
Leucophora,1
Leucophyes,1
Leucophyllum,1
Leucopis,3
Leucopogon,1
Leucopsina,1
Leucoptera,6
Leucorrhinia,1303
Leucospilapteryx,3
Leucospis,23
Leucostrophus,3
Leucotabanus,7
Leucotmemis,1
Leucovis,1
Leucozona,17
Leucrocuta,3
Leuctra,1
Leucula,2
Leuculodes,1
Leuculopsis,2
Leuronotina,1
Leuroperna,11
Levisticum,3
Lexias,79
Lexiphanes,1
Liacos,3
Liancalus,1
Liatris,12
Libellago,36
Libelloides,105
Libellula,10734
Librita,5
Librodor,2
Liburniella,37
Libyaspis,2
Libythea,58
Libytheana,1410
Lichenaula,51
Lichenomima,2
Lichenomorphus,2
Lichenophanes,52
Lichenopteryx,2
Lichnanthe,8
Lichnoptera,37
Licinus,2
Lieinix,9
Ligdia,35
Lignispalta,1
Lignyodes,2
Ligurotettix,16
Ligustrum,6
Liguus,1
Ligyra,35
Ligyrocoris,3
Lilioceris,105
Lilium,8
Limassolla,1
Limax,1
Limenitis,4790
Limnaecia,91
Limnellia,1
Limnephilus,33
Limnia,7
Limnogonus,2
Limnophila,3
Limnophilella,1
Limnophora,6
Limnoporus,16
Limobius,1
Limodromus,28
Limonethe,26
Limonia,50
Limonium,8
Limonius,11
Limotettix,5
Linanthus,1
Linaria,3
Lindenia,10
Lindera,10
Lindingaspis,1
Lindneromyia,2
Lineatopsallus,2
Lineodes,227
Lineostriastiria,11
Linepithema,607
Linguisaccus,1
Linnaemya,1
Linnavuoriana,1
Linognathus,3
Linomadarus,1
Linsleya,1
Lintneria,37
Linum,3
Liocoris,26
Liogramma,6
Liometopum,152
Lionychus,1
Liophloeus,16
Lioptilodes,13
Liorhyssus,75
Liothrips,1
Liothula,66
Liotrichus,2
Liotryphon,1
Lipaphis,1
Lipara,1
Lipararchis,2
Liparetrus,1
Liparus,35
Lipeurus,3
Liphyra,3
Lipocosma,31
Lipocosmodes,11
Lipographis,2
Lipogya,8
Lipomelia,5
Lipoptena,45
Lipoptycha,1
Liposthenes,6
Lipotactes,1
Lipotriches,2
Liptena,3
Liquidambar,10
Lirimiris,7
Liriodendron,12
Liriomyza,35
Liris,25
Liromus,1
Lisarda,5
Lispe,10
Lispocephala,6
Lissomus,1
Lissonota,7
Lissonotus,13
Lissopimpla,16
Lissorhoptrus,1
Lissotes,1
Lista,3
Listroderes,35
Listronotus,7
Litaneutria,81
Litargus,18
Lithacodes,210
Lithacodia,147
Lithariapteryx,10
Lithilaria,10
Lithobates,1
Lithocharis,1
Lithodes,1
Litholomia,6
Lithomoia,8
Lithophane,304
Lithophragma,2
Lithoseopsis,1
Lithosia,30
Lithospermum,1
Lithostege,1
Lithurgopsis,7
Lithurgus,1
Litobrancha,2
Litocala,19
Litochropus,1
Litodonta,25
Litolinga,1
Litomiris,1
Litoprosopus,32
Litsea,2
Liturgusa,4
Livia,4
Livilla,1
Lixomorphus,1
Lixus,105
Lluciapomaresius,1
Lobelia,5
Loberus,9
Lobesia,27
Lobeza,4
Lobiopa,11
Lobobasis,3
Lobobunaea,4
Lobocaecilius,9
Lobocla,2
Lobocleta,207
Lobogethes,1
Lobogonodes,1
Lobophora,113
Lobopoda,1
Loboptera,10
Loboscelidia,1
Loboschiza,16
Lobularia,2
Locastra,11
Locharna,1
Lochmaea,7
Lochmaeocles,4
Lochmaeus,248
Locris,2
Locusta,91
Lodiana,7
Loedelia,3
Loensia,4
Loepa,24
Logania,13
Logima,1
Lohora,6
Lomamyia,2
Lomaspilis,52
Lomatia,2
Lomatium,3
Lomera,30
Lomographa,488
Lonchocarpus,14
Lonchodes,1
Lonchoptera,27
Longistigma,18
Longitarsus,15
Longivalvus,1
Lonicera,10
Lonomia,4
Lopezus,3
Lophalia,6
Lopharcha,1
Lopharthrum,38
Lophathrum,1
Lopheros,8
Lophocampa,1581
Lophochorista,5
Lophodytes,2
Lopholeucaspis,1
Lophomilia,1
Lophonycta,5
Lophopepla,6
Lophophelma,66
Lophophleps,38
Lophops,3
Lophoptera,19
Lophorrhachia,1
Lophorrhina,1
Lophoruza,1
Lophosis,61
Lophostethus,8
Lophostola,1
Lophotoma,13
Lophozonia,1
Lophyra,18
Lopidea,41
Lopinga,18
Lopus,6
Lordithon,4
Lordotus,10
Lorelus,1
Loricera,7
Loricula,2
Lorita,32
Loropetalum,1
Loryma,2
Losaria,1
Loscopia,36
Lotisma,10
Lotus,8
Loxa,68
Loxioda,13
Loxoblemmus,7
Loxocera,9
Loxocnemis,1
Loxomerus,8
Loxomorpha,13
Loxophlebia,3
Loxostege,145
Loxostegopsis,47
Loxura,26
Lozotaenia,2
Lozotaeniodes,4
Lucaina,1
Lucanus,698
Luceria,16
Lucia,3
Lucidina,7
Lucidota,162
Lucilia,546
Lucinia,2
Luciola,16
Ludia,3
Ludioschema,4
Ludwigia,3
Luehdorfia,1
Luma,7
Lumbricus,1
Lunaria,2
Luperaltica,2
Luperina,19
Luperomorpha,1
Luperus,2
Lupinus,21
Lupraea,1
Luprops,1
Luridiblatta,30
Luscinia,3
Luthrodes,4
Lutjanus,2
Luxiaria,10
Lycaeides,73
Lycaena,2582
Lycambes,1
Lycas,2
Lychnis,1
Lychnosea,23
Lychnuchoides,3
Lycia,103
Lycimna,5
Lycioides,2
Lycium,7
Lyclene,130
Lycocerus,10
Lycomorpha,119
Lyconotus,5
Lycopersicon,6
Lycophotia,39
Lycorea,29
Lycoreus,3
Lycorina,1
Lycorma,58
Lycostomus,10
Lyctocoris,6
Lyctus,7
Lycus,88
Lydomorphus,2
Lydus,3
Lyelliana,2
Lygaeosoma,2
Lygaeus,954
Lygephila,8
Lygistopterus,8
Lygniodes,4
Lygocoris,19
Lygropia,110
Lygus,327
Lymanopoda,2
Lymantria,822
Lymeon,21
Lymexylon,1
Lymire,4
Lyncestis,1
Lyonetia,10
Lyonia,1
Lyperobius,7
Lypesthes,1
Lypotigris,7
Lypsimena,1
Lyramorpha,9
Lyraphora,2
Lyriothemis,20
Lyristes,11
Lyroda,1
Lysandra,15
Lysichiton,1
Lysimachia,2
Lysimelia,26
Lysiphlebus,5
Lysiphragma,6
Lyssa,216
Lystra,11
Lystridea,2
Lythria,10
Lythrodes,3
Lythrum,25
Lytrosis,131
Lytta,405
Maaminga,1
Maassenia,3
Mabra,5
Macadamia,1
Macaduma,8
Macaldenia,9
Macalla,23
Macaranga,1
Macaria,1374
Macarostola,8
Maccaffertium,16
Macdunnoughia,7
Maceda,6
Machadoia,1
Machaeranthera,8
Machaerium,4
Machaerocera,8
Machetis,2
Machilinus,1
Machilis,1
Machiloides,16
Machimia,168
Machimus,30
Machtima,5
Macotasa,5
Macraspis,6
Macratria,5
Macrauzata,1
Macremphytus,61
Macrenches,1
Macristis,8
Macrobaenetes,21
Macrobathra,35
Macrobrochis,70
Macrocentrus,1
Macrocera,22
Macrocheilus,3
Macrocheraia,4
Macrochilo,168
Macrocilix,12
Macrocneme,28
Macrocrambus,3
Macrodactylus,101
Macrodanuria,1
Macrodiplax,182
Macrodiplosis,6
Macrodontia,6
Macroglossum,514
Macrogomphus,4
Macrogyrus,1
Macrohaltica,2
Macrolycus,2
Macromerella,8
Macromia,387
Macronaemia,4
Macronemurus,7
Macronemus,1
Macronoctua,36
Macropathus,9
Macrophya,13
Macropis,6
Macroplax,1
Macroplectra,1
Macropogon,3
Macropoides,1
Macropoliana,1
Macropophora,2
Macropsis,3
Macrorrhinia,11
Macrosaccus,1
Macroscytus,21
Macrosiagon,56
Macrosiphum,84
Macrosoma,14
Macrosteles,20
Macrostemum,40
Macrotera,2
Macrotermes,6
Macrotes,2
Macrothemis,88
Macrothylacia,95
Macrotoma,2
Macrotona,4
Macrotrachelia,4
Macrotristria,2
Macrotylus,8
Macrovelia,4
Macroxiphus,3
Macrurocampa,224
Maculinea,4
Macunolla,6
Madarellus,3
Madia,17
Madope,1
Madoryx,4
Madura,1
Magdalis,6
Magia,3
Magicicada,238
Magneuptychia,33
Magnolia,3
Maguda,23
Magusa,70
Mahanarva,3
Mahanta,1
Mahathala,3
Mahonia,2
Maiestas,9
Malachius,97
Malacogaster,1
Malacomorpha,3
Malacopsephenoides,1
Malacopterus,9
Malacorhinus,1
Malacosoma,2984
Malacothamnus,5
Malacothrix,6
Maladera,66
Malagoniella,1
Malatrogia,1
Malesia,1
Maleuterpes,1
Malezonotus,7
Maliattha,512
Mallacosoma,2
Mallada,2
Mallika,1
Mallobathra,1
Mallochomacquartia,6
Mallodon,125
Mallodonopsis,3
Mallophora,216
Mallosia,1
Mallota,18
Malmaemichungia,1
Malocampa,4
Malosma,4
Malpighia,1
Malporus,1
Malthinus,4
Malthodes,17
Malus,3
Malva,42
Malvaevora,6
Malvapion,4
Malvaviscus,6
Malvella,1
Mamerthes,1
Mamestra,14
Mammuthus,1
Mampava,10
Manataria,42
Manda,2
Mandalotus,2
Manduca,1151
Mangina,12
Mania,1
Manica,3
Maniola,542
Mannophorus,16
Manoba,40
Manomera,6
Manopus,1
Mantis,2085
Mantispa,8
Manto,10
Mantoida,5
Maoraxia,7
Maoriblatta,21
Maoricicada,2
Maoricoris,6
Maorigoeldia,1
Maorimyia,1
Maorina,12
Maoripamborus,1
Maoripsocus,2
Maorothius,2
Mapeta,2
Maradana,1
Marah,3
Marasmarcha,1
Marasmia,1
Marathyssa,173
Marecon,1
Margarinotus,3
Margarosticha,31
Margites,1
Maricopodynerus,2
Marietta,1
Marilopteryx,1
Marimatha,473
Markia,10
Marmara,25
Marmessoidea,4
Maroga,16
Marpesia,661
Marrubium,2
Martia,2
Martineziana,1
Martyringa,49
Maruca,92
Marumba,71
Masca,6
Massala,2
Massicus,4
Massospora,1
Mastigimas,3
Mastogenius,1
Mataeomera,22
Mataeopsephus,2
Matapa,19
Matheteus,4
Mathildana,21
Mathoris,1
Matigramma,43
Matilella,2
Matricaria,41
Matrona,4
Matsumuraeses,1
Matsumurella,2
Matthiola,4
Maura,1
Mausoleopsis,4
Maxates,13
Maxera,1
Mayriella,8
Mazuca,7
Mea,14
Mecas,19
Mecaspis,1
Mechanitis,59
Mecidea,7
Mecinus,19
Mecistogaster,35
Mecistomela,1
Mecistostylus,4
Mecodema,51
Mecodina,53
Meconema,149
Mecopoda,20
Mecostethus,15
Mecyclothorax,3
Mecyna,15
Mecynorrhina,5
Mecysmus,3
Mecytha,3
Medama,2
Medauroidea,1
Medetera,1
Medicago,21
Medythia,4
Meekistrotia,3
Megabaris,1
Megabiston,1
Megacephala,10
Megacerus,9
Megachile,375
Megacoelum,1
Megacopta,65
Megacorma,5
Megacrania,2
Megacyllene,268
Megaderus,3
Megadromus,65
Megadrymus,1
Megalagrion,21
Megaleptoperla,1
Megalestes,1
Megalinus,2
Megaloblatta,2
Megalocaria,1
Megaloceroea,12
Megalocoleus,3
Megalodacne,114
Megalodontes,1
Megalofrea,1
Megalogomphus,2
Megalographa,119
Megalomus,5
Megalonotus,7
Megalopinus,1
Megaloprepus,32
Megalopta,2
Megalopyge,449
Megalorhipida,34
Megalostomis,11
Megalotomus,53
Megaloxantha,1
Megalycinia,1
Megamelus,7
Megamerina,1
Megandrena,2
Meganephria,3
Meganola,222
Meganoplium,17
Meganoton,8
Megapariopsis,1
Megapenthes,24
Megaphasma,133
Megaphorus,6
Megapomponia,1
Megaponera,11
Megarhyssa,198
Megarrhamphus,5
Megascelis,1
Megascolia,60
Megaselia,5
Megasemum,1
Megasoma,86
Megastes,4
Megastigmus,2
Megasyrphus,9
Megathereva,5
Megathoposoma,1
Megathymus,24
Megatoma,1
Megelenophorus,1
Megetra,24
Megeuptychia,3
Megisba,21
Megischus,9
Megisto,1139
Megistocera,1
Megistopoda,2
Megistopus,3
Megobrium,1
Megoleria,1
Megopis,5
Megorama,3
Megoura,2
Meimuna,23
Melacoryphus,58
Melalgus,3
Melampodium,4
Melanacanthus,1
Melanactes,11
Melanagromyza,1
Melanapamea,1
Melanaphis,8
Melanargia,461
Melanaspis,2
Melanchra,181
Melanchroia,361
Melandrya,6
Melanerpes,1
Melanerythrus,1
Melangyna,111
Melanichneumon,1
Melanimon,2
Melanion,1
Melanis,347
Melanitis,167
Melanocanthon,6
Melanocinclis,3
Melanocoryphus,11
Melanocyma,4
Melanodaedala,3
Melanodes,29
Melanogaster,1
Melanographia,22
Melanogryllus,6
Melanolestes,103
Melanoliarus,3
Melanolophia,558
Melanomma,12
Melanophila,8
Melanophora,8
Melanopleurus,54
Melanoplus,2346
Melanorhopala,3
Melanostoma,77
Melanotus,12
Melanoxanthus,1
Melanozosteria,1
Melanthera,2
Melanthia,5
Melaphis,34
Melecta,6
Meleneta,1
Melese,6
Melete,50
Melicytus,2
Meligethes,29
Melilotus,5
Melinaea,10
Melinda,1
Melinis,1
Melinodes,2
Melinopterus,2
Melipona,27
Melipotis,733
Meliscaeva,24
Melissa,1
Melissodes,271
Melitaea,672
Melitara,3
Melitoma,3
Melitta,4
Melittia,123
Melittomma,7
Mellicta,5
Melligomphus,1
Mellilla,68
Mellinus,5
Meloe,231
Meloimorpha,2
Melolontha,107
Melormenis,4
Melospiza,1
Melothria,1
Melozone,1
Melyris,7
Membracis,71
Memnonia,1
Memphis,56
Menacanthus,1
Menaccarus,1
Menecles,76
Menemerus,1
Menenia,2
Menesta,1
Menestomorpha,1
Menida,5
Menippus,1
Menispermum,1
Menkeleon,3
Menophra,35
Menosoma,29
Mentha,10
Mentzelia,1
Menziesia,1
Meomyia,1
Meonochilus,1
Mephitis,1
Mephritus,1
Mepleres,19
Meracantha,16
Meranda,17
Meranoplus,2
Merhynchites,22
Meria,1
Mericisca,2
Meridemis,2
Meriellum,2
Meris,2
Meristata,3
Meritastis,4
Mermiria,190
Mermitelocerus,4
Merobruchus,3
Merocoris,8
Merocroca,6
Meroctena,4
Merodictya,3
Merodon,83
Merogomphus,1
Meromacrus,48
Meromyza,3
Merope,7
Merophyas,4
Meropleon,20
Merops,1
Meroptera,8
Merosargus,4
Merragata,3
Merrifieldia,6
Mertensia,1
Mesalcidodes,1
Mesamphiagrion,3
Mesapamea,29
Mesciniadia,1
Mesembrina,36
Mesembrius,7
Mesembryanthemum,2
Mesene,2
Mesites,7
Meskea,8
Mesocheira,1
Mesocnemis,3
Mesocoelopus,8
Mesocrambus,2
Mesogenea,1
Mesogona,8
Mesoleuca,135
Mesoligia,18
Mesomorphus,1
Mesoneura,5
Mesophleps,12
Mesoprionus,6
Mesopsocus,3
Mesoptila,7
Mesoptyelus,4
Mesoreda,1
Mesorhaga,3
Mesosa,11
Mesoscia,1
Mesosemia,37
Mesostenus,3
Mesostoa,1
Mesothea,3
Mesothen,4
Mesotype,1
Mesovelia,8
Messatoporus,8
Messor,186
Mestobregma,5
Mestra,736
Metablax,8
Metabletus,2
Metacantharis,1
Metacanthus,1
Metacharis,2
Metachrostis,3
Metacmaeops,17
Metacolpodes,2
Metacoryna,1
Metacrambus,1
Metacrias,2
Metacycla,3
Metaemene,22
Metagarista,1
Metagerra,5
Metalampra,1
Metalectra,320
Metaleptea,25
Metaleptobasis,4
Metaleptus,2
Metaleurodicus,1
Metalimnobia,1
Metallata,18
Metallaxis,9
Metallochlora,1
Metallostichodes,1
Metallyticus,2
Metamasius,9
Metamorpha,7
Metanastes,27
Metanastria,26
Metanema,166
Metapelma,4
Metapercnia,5
Metapherna,1
Metaphycus,4
Metaplastes,1
Metapocyrtus,3
Metaponpneumata,5
Metarctia,2
Metarranthis,131
Metasada,2
Metasia,33
Metasyrphus,1
Metator,9
Metatrichia,2
Metatropiphorus,3
Metatropis,3
Metaxaglaea,39
Metaxyonycha,1
Metcalfa,403
Metcalfiella,13
Metcracis,4
Metendothenia,51
Meteorus,17
Meterana,21
Meteura,2
Methana,4
Metharmostis,1
Methemus,1
Methiolopsis,11
Methionopsis,1
Methona,21
Metioche,8
Metisella,4
Metochus,14
Metoeca,53
Metoecus,6
Metonymia,1
Metopeurum,1
Metopia,2
Metopiora,1
Metopium,1
Metopoceras,2
Metopoceris,7
Metopochetus,1
Metopolophium,2
Metopoplax,2
Metopsia,1
Metopta,10
Metria,110
Metrioidea,4
Metrionella,1
Metrioptera,90
Metriorrhynchomiris,82
Metrius,5
Metrobates,5
Metrocampa,3
Metrocoris,3
Metron,1
Metrosideros,16
Metura,10
Metylophorus,29
Metzneria,62
Meunieriella,1
Mexitettix,5
Mexoleon,17
Meyrickella,35
Meyrickiella,1
Mezira,9
Mezium,2
Miacora,6
Miathyria,63
Micadina,2
Micandra,3
Micantulina,1
Michaelophorus,8
Michaelus,4
Michailocoris,3
Micomitra,1
Micracanthia,2
Micragone,2
Micralymma,1
Micranoplium,1
Micranthribus,8
Micrarchus,3
Micraspis,14
Micrathetis,86
Micrathyria,548
Micrelytra,4
Micrencaustes,3
Micrerethista,1
Micrixia,1
Microbelia,1
Microbembex,8
Microblepsis,7
Microcalcarifera,1
Microcalicha,2
Microcara,1
Microcentrum,376
Microcentrus,1
Microchaetina,1
Microchrysa,18
Microclytus,1
Microcolona,2
Microcrambus,776
Microcylloepus,1
Microdes,19
Microdiprion,1
Microdon,3
Microdynerus,1
Microgoes,2
Microgomphus,1
Microgonia,1
Microhelia,6
Microlestes,1
Microloxia,4
Micromacromia,3
Micromelalopha,14
Micromidia,1
Micromimetus,12
Micromus,105
Micronia,84
Micropathus,1
Micropentila,1
Micropeplus,1
Micropeza,4
Microphalera,1
Microphotus,50
Microphthalma,9
Microphysetica,3
Microplophorus,1
Micropodisma,1
Microporus,1
Micropsectra,1
Micropsyrassa,1
Micropterix,12
Microrhopala,60
Microschatia,8
Microsorum,1
Microstegium,1
Microsternus,1
Microstigma,4
Microstylum,146
Microtechnites,11
Microterys,8
Microtes,18
Microtheca,6
Microtheoris,98
Microthylax,2
Microthyris,6
Microtia,276
Microtis,1
Microtomus,17
Microtonus,3
Microtropesa,1
Microvelia,22
Microweisea,2
Microxydia,3
Micrurapteryx,9
Micrutalis,8
Mictis,17
Mictris,1
Midila,2
Migoplastis,2
Mikadocantharis,1
Mikania,5
Mikiola,13
Milanion,1
Mileewa,2
Milesia,135
Miletus,3
Milgithea,1
Milichia,1
Milionia,46
Miltinus,1
Miltochrista,53
Miltogramma,4
Mimacraea,2
Mimaglossa,12
Mimallo,1
Mimas,64
Mimastra,2
Mimathyma,2
Mimegralla,3
Mimela,30
Mimeoma,1
Mimetes,1
Mimetica,1
Mimeusemia,18
Mimobrachyoma,4
Mimocrossotus,1
Mimoides,45
Mimolochus,2
Mimoniades,1
Mimopeus,19
Mimorista,39
Mimosa,1
Mimoschinia,76
Mimosestes,1
Mimothestus,2
Mimulus,4
Minagrion,3
Mindarus,2
Minettia,66
Ministrymon,141
Minoa,3
Minois,51
Mintho,2
Minthodes,1
Minucia,6
Miocora,2
Miogryllus,6
Miomantis,304
Mioptachys,1
Miotopus,2
Miracavira,1
Miraleria,1
Miramella,18
Miresa,11
Miridiba,1
Miridius,2
Mirificarma,5
Miris,5
Mirobaeoides,13
Mirobaeus,7
Mirolepisma,4
Mirosternomorphus,1
Mirperus,3
Miscanthus,5
Mischocyttarus,66
Mischoderus,1
Misogada,65
Misolampus,1
Mistharnophantia,1
Misumena,4
Mitophyllus,30
Mitostylus,1
Mitoura,2
Mitrastethus,3
Mitrophrys,1
Mitua,1
Mixocera,19
Mixochlora,4
Mizaldus,1
Mnais,25
Mnasilus,2
Mnasitheus,2
Mnesampela,4
Mnesarete,6
Mnesictena,9
Mnesiloba,4
Mniotype,8
Mocis,490
Modicarventus,1
Modicogryllus,2
Moduza,50
Moechotypa,6
Moerarchis,17
Mogannia,8
Mogoplistes,3
Mogulones,2
Mohavea,5
Mojavia,15
Molanna,2
Molippa,7
Molipteryx,13
Mollugo,1
Molobratia,1
Molophilus,3
Molops,1
Molopsida,7
Molorchus,16
Moma,5
Mompha,141
Monalocoris,1
Monarda,39
Monardella,26
Monarthropalpus,1
Monarthrum,1
Monca,16
Moncheca,7
Monecphora,1
Moneilema,77
Monema,1
Moneses,4
Monethe,1
Mongolotettix,1
Monistria,3
Monobia,302
Monobolodes,1
Monocerotesa,1
Monocesta,44
Monochamus,493
Monochroa,16
Monoctenia,1
Monodromia,2
Monoflata,1
Monolepta,32
Monoleuca,16
Monomorium,197
Mononychus,21
Monophadnoides,3
Monophlebulus,1
Monophylla,1
Monopis,256
Monostegia,4
Monosyntaxis,3
Monotoma,1
Monotropus,1
Monsoma,1
Montana,4
Montandoniola,1
Monteithiella,63
Montezumina,23
Moodna,117
Mooreana,1
Moraea,1
Moranila,10
Mordella,50
Mordellaria,6
Mordellina,7
Mordellistena,29
Mordellochroa,7
Mordvilkoja,1
Mordwilkoja,5
Moresa,1
Morica,1
Morimus,114
Morinda,10
Moringa,2
Morion,2
Mormidea,123
Mormo,14
Mormoscopa,7
Moromorpha,6
Morophaga,2
Morosaphycita,33
Morova,9
Morphacris,17
Morpheis,9
Morpho,322
Morphomima,4
Morphosphaera,1
Morphozonitis,1
Morrisonia,266
Morsea,18
Mortonagrion,14
Morus,16
Morwennius,5
Morys,3
Mosara,3
Mosillus,1
Mosopia,1
Mothonica,1
Mouhotia,1
Mouralia,4
Mozena,83
Mucia,1
Mudaria,2
Muehlenbeckia,23
Muilla,1
Muirodelphax,2
Mulsantina,58
Mundaria,1
Munjua,1
Munroessa,2
Munychryia,5
Murgantia,701
Mursa,10
Musa,1
Musaria,2
Musca,831
Muscari,1
Muschampia,13
Muscina,22
Musgraveia,14
Musotima,11
Mustha,4
Mustilia,1
Mustilizans,2
Mutilla,5
Mutinus,1
Myas,2
Myathropa,93
Mycalesis,274
Mycastor,1
Mycetina,10
Mycetochara,3
Mycetophagus,25
Mycetophila,9
Mycodrosophila,11
Mycomya,2
Mycopsylla,8
Mycterophora,13
Mycterus,7
Mydas,169
Mydromera,1
Myelois,7
Myelopsis,21
Myennis,2
Mygona,1
Myiomma,2
Mylabris,66
Mylaris,2
Myliobatis,1
Myllocerus,23
Mylon,71
Mylothris,38
Mymar,4
Myndus,1
Mynes,3
Myodocha,312
Myonia,1
Myopa,9
Myopites,1
Myoporum,10
Myopsocus,10
Myosides,1
Myosotis,1
Myospila,1
Myrica,1
Myrina,7
Myrioblephara,3
Myriochila,4
Myriochile,1
Myrmecaelurus,1
Myrmecia,91
Myrmecina,4
Myrmecocephalus,2
Myrmecocystus,15
Myrmecophilus,18
Myrmecopsis,5
Myrmecorhynchus,1
Myrmecothea,2
Myrmecozela,1
Myrmelachista,5
Myrmeleon,41
Myrmeleotettix,11
Myrmex,4
Myrmica,50
Myrmicaria,3
Myrmilla,2
Myrmilloides,1
Myrmosa,2
Myrospermum,1
Myrrha,8
Myrsine,1
Myrsinus,1
Myrteta,6
Myrtus,1
Myscelia,354
Myscelus,5
Mysoria,36
Mystacella,1
Mystacides,56
Mythimna,951
Myxosargus,6
Myzia,35
Myzinum,115
Myzocallis,10
Myzus,8
Naarda,4
Nabicula,2
Nabis,95
Nacaduba,46
Nacerdes,25
Nacna,1
Nacoleia,55
Nacopa,1
Nadagara,2
Nadata,487
Nadezhdiella,2
Nadigella,12
Naemia,10
Naenia,5
Nagadeba,20
Naganoella,1
Nagusta,1
Nahlaksia,1
Nala,3
Nalassus,3
Nallachius,14
Namunaria,2
Nanaguna,6
Nanixipha,2
Nannoarctia,1
Nannobotys,10
Nannochorista,1
Nannodiplax,1
Nannophlebia,5
Nannophya,15
Nannophyopsis,6
Nannothemis,153
Nannotrigona,21
Napaea,1
Napeogenes,4
Naranga,2
Narangodes,4
Naratettix,3
Narbo,1
Narceus,1
Nargus,1
Narnia,75
Naroma,1
Narope,3
Narosa,8
Narosoideus,1
Narvesus,6
Narycia,1
Narycius,2
Nascia,36
Nascus,4
Nasiaeschna,101
Nasidius,1
Nassella,1
Nastra,90
Nasutitermes,22
Natada,40
Nataxa,4
Nathalis,1007
Nathrius,1
Naupactus,174
Nauphoeta,8
Nausigaster,2
Nausinoe,30
Naxa,2
Naxidia,1
Neachrostia,1
Neacoryphus,80
Neactina,14
Neaethus,5
Neagathia,3
Nealosterna,1
Neandra,27
Neaneflus,2
Neanthophylax,1
Nearcha,6
Neargyractis,2
Neargyria,7
Neaspilota,3
Neaspis,5
Neasura,3
Neatus,3
Nebria,53
Nebrioporus,1
Nebritus,3
Nebula,2
Nebulosa,1
Nechesia,1
Nechilo,4
Necrobia,11
Necrodes,49
Necrophila,350
Necrophilus,6
Necroscia,4
Nectarinella,1
Nectopsyche,12
Necydalis,26
Necyria,3
Neda,23
Nedra,77
Neduba,14
Nedusia,1
Nedyus,13
Nefusa,1
Negeta,12
Negha,2
Nehalennia,325
Neides,2
Neivamyrmex,27
Neliocarus,1
Nelphe,1
Neltumius,2
Nelusetta,15
Nemacerota,1
Nemapalpus,2
Nemapogon,77
Nematocampa,440
Nematodes,2
Nematolepis,1
Nematopogon,22
Nematus,24
Nemobius,23
Nemocestes,4
Nemognatha,59
Nemomydas,3
Nemophora,70
Nemopoda,7
Nemoptera,15
Nemoria,787
Nemorilla,1
Nemorimyza,1
Nemotarsus,1
Nemotaulius,6
Nemotelus,44
Nemozoma,2
Neoalbertia,1
